explainer,category,metric,corruption,severity,q_clean_mean,q_shifted_mean,delta_q_signed_mean,delta_q_signed_sd,delta_q_abs_mean,delta_q_abs_sd,delta_e_mean,delta_e_sd,n_seeds,slice
IG,complexity,sparseness,fog,5,0.6035112058992702,0.6280994545381474,0.024588248638877253,0.0011767342929255254,0.024588248638877253,0.0011767342929255254,0.8238029927015305,0.001284530292258803,5,both_corr
IG,complexity,sparseness,gaussian_noise,1,0.6035112058992702,0.5968383515782335,-0.006672854321036636,0.001636176312070888,0.006672854321036636,0.001636176312070888,0.7393761992454528,0.005007371991930642,5,both_corr
IG,complexity,sparseness,gaussian_noise,2,0.6035112058992702,0.5920554779614958,-0.01145572793777434,0.0014530218820531739,0.01145572793777434,0.0014530218820531739,0.8106729537248611,0.003704199874278845,5,both_corr
IG,complexity,sparseness,gaussian_noise,3,0.6035112058992702,0.585209209711052,-0.018301996188218216,0.0017561150309234753,0.018301996188218216,0.0017561150309234753,0.8500179141759873,0.0029470630389199426,5,both_corr
IG,complexity,sparseness,gaussian_noise,5,0.6035112058992702,0.5778148422284006,-0.025696363670869516,0.0026180193261446344,0.025696363670869516,0.0026180193261446344,0.8717424899339676,0.0019241468897375183,5,both_corr
IG,faithfulness,corr,brightness,1,0.0359724322343827,0.0357430448646861,-0.00022938736969660005,0.0056398916152802635,0.003908505240592679,0.003574721544281943,0.35603837966918944,0.0030432984653129777,5,both_corr
IG,faithfulness,corr,brightness,2,0.0359724322343827,0.034786715030176364,-0.0011857172042063408,0.0046642666474688895,0.00312582292636778,0.003361447420438294,0.5588148951530456,0.0024064094726581465,5,both_corr
IG,faithfulness,corr,brightness,3,0.0359724322343827,0.03184909392084652,-0.004123338313536182,0.006725649858458329,0.006553350322040979,0.00357823476370424,0.6960176169872284,0.0027169715875886846,5,both_corr
IG,faithfulness,corr,brightness,5,0.0359724322343827,0.02612798305785246,-0.009844449176530242,0.00848145566501508,0.0106302936281108,0.007198794094111091,0.882535508275032,0.0011621478293005543,5,both_corr
IG,faithfulness,corr,fog,1,0.0359724322343827,0.0420013353197775,0.0060289030853948,0.007571622035113666,0.0078699722634804,0.0050342299782622155,0.3085542440414429,0.003859672903486071,5,both_corr
IG,faithfulness,corr,fog,2,0.0359724322343827,0.04743931370703848,0.011466881472655777,0.006124225530883526,0.011466881472655777,0.006124225530883526,0.5100527465343475,0.004377283191136314,5,both_corr
IG,faithfulness,corr,fog,3,0.0359724322343827,0.05025310529875106,0.01428067306436836,0.0046116135986805085,0.01428067306436836,0.0046116135986805085,0.6248136818408966,0.007154527789686291,5,both_corr
IG,faithfulness,corr,fog,5,0.0359724322343827,0.07073088485291848,0.03475845261853579,0.011937726810015517,0.03475845261853579,0.011937726810015517,0.8238029927015305,0.001284530292258803,5,both_corr
IG,faithfulness,corr,gaussian_noise,1,0.0359724322343827,0.06257645474240195,0.026604022508019236,0.003627139542464685,0.026604022508019236,0.003627139542464685,0.7393761992454528,0.005007371991930642,5,both_corr
IG,faithfulness,corr,gaussian_noise,2,0.0359724322343827,0.0805774254994286,0.0446049932650459,0.013433761176819875,0.0446049932650459,0.013433761176819875,0.8106729537248611,0.003704199874278845,5,both_corr
IG,faithfulness,corr,gaussian_noise,3,0.0359724322343827,0.07751208406209023,0.04153965182770752,0.009660819147494101,0.04153965182770752,0.009660819147494101,0.8500179141759873,0.0029470630389199426,5,both_corr
IG,faithfulness,corr,gaussian_noise,5,0.0359724322343827,0.06944956697010735,0.03347713473572465,0.011352256419194648,0.03347713473572465,0.011352256419194648,0.8717424899339676,0.0019241468897375183,5,both_corr
